Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Profits (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
GVKPIL,GVK Power & Infrastructure Limited,Utilities,Utilities - Independent Power Producers,4706046976,565.15,-4.84,-271.36,0.0,1.21,"834.21, 131.61, 14.13",45.75,False,False,False,2026-01-16
ORBTEXP,Orbit Exports Limited,Consumer Cyclical,Textile Manufacturing,4697510912,39.01,7.35,13.69,0.0375,15.01,"6.61, 6.6, 16.0",16.48,False,False,False,2026-01-16
FOODSIN,Foods and Inns Limited,Consumer Defensive,Packaged Foods,4671887360,41.92,3.89,5.95,0.8852,0.67,"7.1, 22.93, 0.79",59.13,False,False,False,2026-01-16
SHAH,Shah Metacorp Limited,Basic Materials,Steel,4603096576,32.6,1.08,4.28,0.2074,2.07,"2.49, 3.81, 3.0",33.4,False,False,False,2026-01-16
KNAGRI,KNAGRI,Consumer Defensive,Farm Products,4598799872,37.05,8.54,10.58,0.1312,0.0,N/A,31.19,False,False,False,2026-01-16
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Credit Services,4590506496,45.75,0.52,2.64,4.489,4.67,"6.42, 12.56, 15.97",29.75,True,False,False,2026-01-16
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,Paper & Paper Products,4589572096,54.66,-2.27,-1.54,0.1638,30.6,"33.99, 18.07, 10.51",59.26,False,False,False,2026-01-16
IGCL,IGCL,Basic Materials,Agricultural Inputs,4572992000,28.23,0.0,0.0,0.4714,20.68,"3.66, 16.67",21.16,False,False,False,2026-01-16
SALSTEEL,S.A.L. Steel Limited,Basic Materials,Steel,4551447552,6.42,1.77,-32.26,6.046,3.73,"9.68, 5.96, 0.68",24.52,False,False,False,2026-01-16
RAMANEWS,Shree Rama Newsprint Limited,Consumer Defensive,Beverages - Non-Alcoholic,4518599680,106.29,0.75,-158.26,0.0,10.2,"10.28, 5.35, 80.65",22.84,False,False,False,2026-01-16
MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication,4506641408,55.98,3.85,8.4,0.058,10.99,"15.0, 11.51, 12.8",22.52,False,False,False,2026-01-16
BELLACASA,Bella Casa Fashion & Retail Limited,Consumer Cyclical,Textile Manufacturing,4496192000,15.8,6.54,15.19,0.4978,6.41,"4.7, 4.34, 3.51",14.6,False,False,False,2026-01-16
RPPINFRA,R.P.P. Infra Projects Limited,Industrials,Engineering & Construction,4475625472,65.29,5.5,10.43,0.1817,13.82,"10.84, 11.67, 18.87",33.73,False,False,False,2026-01-16
DONEAR,Donear Industries Limited,Consumer Cyclical,Textile Manufacturing,4454839808,31.87,6.15,14.06,1.5552,12.39,"8.81, 1.61, 10.91",23.25,False,False,False,2026-01-16
UGARSUGAR,The Ugar Sugar Works Limited,Consumer Defensive,Confectioners,4453875200,16.25,3.89,5.85,2.5629,32.17,"13.73, 51.08, 4.53",49.52,False,False,False,2026-01-16
BMWVENTLTD,BMWVENTLTD,Basic Materials,Steel,4432870912,32.82,0.0,0.0,1.0733,10.96,N/A,27.0,False,False,False,2026-01-16
HCL-INSYS,HCL Infosystems Limited,Technology,Electronics & Computer Distribution,4427873280,21.11,-6.58,0.0,0.0,5.5,"4.5, 3.9, 5.25",36.21,False,False,False,2026-01-16
MBLINFRA,MBL Infrastructures Limited,Industrials,Engineering & Construction,4420297728,169.49,0.18,-8.36,0.9824,7.66,"12.45, 47.46, 30.68",22.46,False,False,False,2026-01-16
PANACHE,Panache Digilife Limited,Technology,Communication Equipment,4399369216,6.89,6.39,10.01,0.4016,1.4,"0.87, 2.28, 1.98",47.74,False,False,False,2026-01-16
SURAJLTD,Suraj Limited,Basic Materials,Steel,4391590912,13.3,2.39,3.47,0.3213,0.83,"2.74, 5.92, 7.06",16.89,False,False,False,2026-01-16
VRAJ,VRAJ,Basic Materials,Steel,4391306240,44.09,5.52,8.49,0.065,7.75,"7.59, 10.01, 8.24",25.04,False,False,False,2026-01-16
CLEDUCATE,CL Educate Limited,Consumer Defensive,Education & Training Services,4390099968,11.25,1.08,-2.6,1.0397,5.19,"3.84, 16.42, 2.64",32.44,False,False,False,2026-01-16
EUROBOND,EUROBOND,Industrials,Building Products & Equipment,4367614976,18.43,8.31,17.2,0.8869,6.62,"5.72, 4.56, 3.16",23.36,False,False,False,2026-01-16
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing,4363913216,18.49,3.21,4.2,0.5092,16.49,"4.09, 16.31, 4.63",53.15,False,False,False,2026-01-16
PAKKA,Pakka Limited,Basic Materials,Paper & Paper Products,4331198976,37.52,1.75,2.23,0.6642,2.11,"3.19, 8.89, 16.88",51.87,False,False,False,2026-01-16
SOFTTECH,SoftTech Engineers Limited,Technology,Software - Application,4329820672,1.31,1.49,1.22,0.2673,0.18,"0.95, 0.04, 0.18",20.87,False,False,False,2026-01-16
CPEDU,Career Point Edutech Ltd.,Consumer Defensive,Education & Training Services,4318094336,18.67,0.0,0.0,0.0,5.06,4.17,0.0,False,False,False,2026-01-16
KRITI,Kriti Industries (India) Limited,Industrials,Building Products & Equipment,4315302400,4.27,-0.78,-8.15,0.4608,9.68,"7.26, 3.66, 10.89",22.96,False,False,False,2026-01-16
DICIND,DIC India Limited,Basic Materials,Specialty Chemicals,4312560128,19.54,0.0,0.0,0.0,5.87,"4.36, 2.59, 7.15",18.7,False,False,False,2026-01-16
SRGHFL,SRG Housing Finance Limited,Financial Services,Mortgage Finance,4302303744,24.4,3.09,11.2,2.4983,8.25,"6.78, 6.19, 5.74",20.99,True,False,False,2026-01-16
PASUPTAC,Pasupati Acrylon Limited,Consumer Cyclical,Textile Manufacturing,4290406400,35.38,5.54,10.86,0.2884,16.2,"1.75, 11.27, 10.13",37.67,False,False,False,2026-01-16
NDL,Nandan Denim Limited,Consumer Cyclical,Textile Manufacturing,4281219840,33.48,3.53,6.1,0.3457,9.45,"11.2, 10.63, 6.58",45.56,False,False,False,2026-01-16
TIRUPATIFL,Tirupati Forge Limited,Industrials,Metal Fabrication,4241520896,7.86,3.41,6.14,0.2132,1.34,"1.41, 1.3, 1.31",52.7,False,False,False,2026-01-16
CYBERTECH,CyberTech Systems and Software Limited,Technology,Information Technology Services,4192979456,34.93,5.55,16.86,0.025,8.66,"8.17, 9.6, 9.04",39.29,False,False,False,2026-01-16
KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers,4175286272,11.11,6.54,12.75,0.5626,7.73,"6.05, 3.0, 7.82",15.65,False,False,False,2026-01-16
KOTHARIPRO,Kothari Products Limited,Industrials,Conglomerates,4173365760,95.21,-2.77,4.1,0.2198,4.81,"21.25, 9.05, 10.59",10.16,False,False,False,2026-01-16
LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,Footwear & Accessories,4164849920,13.56,4.39,6.0,0.7256,3.33,"5.61, 2.37, 0.92",26.29,False,False,False,2026-01-16
SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical,Lodging,4153350912,14.0,4.16,7.97,0.3021,2.04,"6.18, 3.78, 1.12",31.96,False,False,False,2026-01-16
GLOBAL,Global Education Limited,Consumer Defensive,Education & Training Services,4134219776,28.19,11.88,19.63,0.0,7.39,"4.21, 4.25, 6.12",27.73,False,False,False,2026-01-16
XTGLOBAL,XTGlobal Infotech Limited,Technology,Software - Application,4122315520,9.91,4.05,6.5,0.2553,3.44,"2.93, 1.36, 3.68",15.66,False,False,False,2026-01-16
APCL,Anjani Portland Cement Limited,Basic Materials,Building Materials,4120261376,80.82,-1.67,-18.4,2.2315,4.92,"3.4, 12.99, 20.56",16.78,False,False,False,2026-01-16
MANAKSTEEL,Manaksia Steels Limited,Basic Materials,Steel,4107018752,9.75,4.01,5.97,0.6671,4.5,"6.49, 4.71, 2.32",24.52,False,False,False,2026-01-16
MAZDA,Mazda Limited,Industrials,Specialty Industrial Machinery,4089423616,24.85,6.73,11.26,0.0,7.58,"4.91, 5.56, 7.42",37.61,False,False,False,2026-01-16
MANORG,Mangalam Organics Limited,Basic Materials,Specialty Chemicals,4078289152,12.6,3.31,8.17,1.1403,3.21,"12.23, 5.14, 3.64",29.08,False,False,False,2026-01-16
SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical,Textile Manufacturing,4075881984,69.27,-3.54,1.82,0.0019,0.63,"3.63, 0.24, 0.34",16.82,False,False,False,2026-01-16
AMANTA,AMANTA,Healthcare,Drug Manufacturers - Specialty & Generic,4063103488,10.5,0.0,0.0,0.8822,1.21,"5.96, 2.65, 2.26",17.77,False,False,False,2026-01-16
VINYLINDIA,Vinyl Chemicals (India) Limited,Basic Materials,Specialty Chemicals,4061670400,22.33,6.82,16.65,0.0041,2.88,"4.45, 7.27, 5.01",44.85,False,False,False,2026-01-16
MOLDTECH,Mold-Tek Technologies Limited,Industrials,Engineering & Construction,4056585216,12.17,-0.4,2.25,0.0412,3.24,"0.68, 1.56, 0.54",44.98,False,False,False,2026-01-16
PLASTIBLEN,Plastiblends India Limited,Basic Materials,Specialty Chemicals,4055094784,33.44,0.0,0.0,0.054,8.92,"9.57, 6.71, 6.31",33.9,False,False,False,2026-01-16
REMSONSIND,Remsons Industries Limited,Consumer Cyclical,Auto Parts,4046287872,14.37,7.19,16.33,0.718,4.06,"3.64, 4.55, 3.98",29.0,False,False,False,2026-01-16
ARIES,Aries Agro Limited,Basic Materials,Agricultural Inputs,4043048960,34.02,6.43,12.3,0.2067,20.01,"10.03, 3.69, 11.58",65.06,False,False,False,2026-01-16
ALBERTDAVD,Albert David Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4041428992,17.2,-2.36,-3.74,0.1051,3.3,"7.94, 10.33, 9.39",35.93,False,False,False,2026-01-16
PRECOT,Precot Limited,Consumer Cyclical,Textile Manufacturing,4039200000,32.89,5.96,9.75,0.813,7.03,"3.74, 9.23, 10.51",38.45,False,False,False,2026-01-16
SHIVAUM,SHIVAUM,Basic Materials,Steel,4033198336,9.77,4.02,4.35,0.6323,0.0,N/A,26.52,False,False,False,2026-01-16
GSLSU,Global Surfaces Limited,Basic Materials,Building Materials,4029309952,28.54,-2.38,-8.53,0.7103,4.66,"0.43, 10.5, 10.4",24.26,False,False,False,2026-01-16
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,Credit Services,4020703488,1.25,-0.54,-1.73,2.4636,0.28,"0.24, 5.29, 0.2",40.19,True,False,False,2026-01-16
TRACXN,Tracxn Technologies Limited,Technology,Software - Application,4011597568,9.54,-0.77,-17.14,0.0,5.56,"1.12, 7.58, 1.42",60.88,False,False,False,2026-01-16
MGEL,Mangalam Global Enterprise Limited,Consumer Defensive,Farm Products,4004100096,23.1,4.17,17.13,1.0341,6.43,"5.19, 6.33, 5.57",20.61,False,False,False,2026-01-16
ATLANTAA,Atlantaa Limited,Industrials,Infrastructure Operations,4002297600,42.57,-1.71,4.5,1.5204,20.82,"1.71, 21.76, 9.21",19.27,False,False,False,2026-01-16
UNIDT,United Drilling Tools Limited,Energy,Oil & Gas Equipment & Services,4001885952,15.03,3.87,5.76,0.112,5.75,"2.96, 3.89, 2.65",18.78,False,False,False,2026-01-16
BIRLACABLE,Birla Cable Limited,Technology,Communication Equipment,3999299840,4.89,2.26,1.88,0.4163,0.71,"1.36, 1.48, 1.44",36.01,False,False,False,2026-01-16
ORIENTBELL,Orient Bell Limited,Industrials,Building Products & Equipment,3996881920,2.84,1.35,2.07,0.1186,3.19,"0.37, 2.75, 0.97",28.77,False,False,False,2026-01-16
HILINFRA,HILINFRA,Industrials,Infrastructure Operations,3994831360,19.67,0.0,0.0,0.2767,9.59,"7.25, 1.38, 3.13",25.96,False,False,False,2026-01-16
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,Textile Manufacturing,3988590336,19.25,5.78,13.05,2.3425,5.57,"4.45, 3.33, 6.02",16.49,False,False,False,2026-01-16
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,Confectioners,3983372288,101.47,3.41,6.84,0.331,3.12,"16.87, 23.7, 23.5",45.48,False,False,False,2026-01-16
BCONCEPTS,Brand Concepts Limited,Consumer Cyclical,Footwear & Accessories,3975001088,5.23,3.46,0.76,2.3888,2.34,"2.72, 0.05, 1.78",17.11,False,False,False,2026-01-16
DELPHIFX,Delphi World Money Limited,Financial Services,Capital Markets,3960911104,1.96,2.92,2.21,25.4719,0.17,"4.51, 2.87, 5.83",327.45,True,False,False,2026-01-16
MEDICO,Medico Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3959996672,10.09,6.5,18.55,0.1874,2.57,"1.82, 4.34, 2.62",24.15,False,False,False,2026-01-16
RUBFILA,Rubfila International Limited,Basic Materials,Specialty Chemicals,3950133504,29.44,6.16,10.77,0.0035,8.0,"6.69, 8.31, 7.96",35.01,False,True,False,2026-01-16
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets,3949583616,49.81,0.96,3.63,0.0036,20.38,"11.48, 21.21, 6.49",19.21,True,False,False,2026-01-16
PARSVNATH,Parsvnath Developers Limited,Real Estate,Real Estate - Development,3935799552,345.37,-0.44,0.0,0.0,153.81,"84.96, 31.46, 128.03",42.18,False,False,False,2026-01-16
BBTCL,B&B Triplewall Containers Limited,Consumer Cyclical,Packaging & Containers,3922159360,5.53,3.1,-2.21,1.9907,4.67,"1.74, 1.77, 6.64",3.32,False,False,False,2026-01-16
LORDSCHLO,Lords Chloro Alkali Limited,Basic Materials,Chemicals,3910921984,6.18,6.67,12.33,0.7287,9.04,"10.45, 2.6, 1.27",17.92,False,False,False,2026-01-16
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,Aluminum,3887592448,6.05,4.48,4.68,1.9351,1.11,"1.56, 2.0, 1.65",19.1,False,False,False,2026-01-16
ZIMLAB,ZIM Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3880267264,12.17,2.38,2.67,0.4892,0.42,"1.87, 4.88, 4.0",29.01,False,False,False,2026-01-16
SRD,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,Specialty Chemicals,3867431424,11.39,0.0,0.0,0.1629,2.37,"4.24, 2.52, 2.86",15.93,False,False,False,2026-01-16
DCI,DC Infotech and Communication Limited,Technology,Electronics & Computer Distribution,3854240000,14.5,7.27,22.36,0.7274,5.01,"4.05, 3.72, 4.04",12.87,False,False,False,2026-01-16
GOKUL,Gokul Refoils & Solvent Limited,Consumer Defensive,Packaged Foods,3839025920,14.81,1.98,4.24,0.9722,3.52,"3.86, 6.64, 0.58",13.26,False,False,False,2026-01-16
HALEOSLABS,Haleos Labs Limited,Healthcare,Biotechnology,3833527808,20.11,4.83,8.99,0.3137,6.1,"4.16, 2.97, 5.47",25.41,False,False,False,2026-01-16
LOKESHMACH,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery,3812556032,0.54,1.68,-1.36,0.7114,0.63,"0.46, 0.13, 4.1",45.92,False,False,False,2026-01-16
CHEMBONDCH,Chembond Chemicals Limited,Basic Materials,Specialty Chemicals,3801024256,31.04,0.0,0.0,0.0,0.0,N/A,19.96,False,False,False,2026-01-16
KRITINUT,Kriti Nutrients Limited,Consumer Defensive,Packaged Foods,3787428096,36.99,8.85,14.78,0.0258,8.9,"9.49, 4.92, 8.25",19.04,False,False,False,2026-01-16
DEVIT,Dev Information Technology Limited,Technology,Information Technology Services,3757559808,14.87,3.79,79.07,0.1823,71.85,"2.11, 1.22, 1.73",14.44,False,False,False,2026-01-16
NRL,Nupur Recyclers Limited,Industrials,Waste Management,3746302208,14.45,4.08,10.97,0.1146,3.87,"3.54, 2.06, 3.16",27.51,False,False,False,2026-01-16
TICL,Twamev Construction and Infrastructure Limited,Industrials,Engineering & Construction,3733949952,55.98,0.0,0.0,1.1157,3.22,"1.1, 52.84, 1.77",15.54,False,False,False,2026-01-16
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Farm & Heavy Construction Machinery,3674398720,7.21,4.46,8.4,0.2105,0.98,"6.25, 6.35, 2.76",45.15,False,False,False,2026-01-16
TRANSWORLD,Transworld Shipping Lines Limited,Industrials,Marine Shipping,3655287040,33.9,1.41,-0.81,0.3816,9.16,"7.81, 4.51, 15.29",28.36,False,False,False,2026-01-16
HPAL,HP Adhesives Limited,Basic Materials,Specialty Chemicals,3642690816,18.24,6.06,8.88,0.0113,3.53,"4.19, 4.25, 4.21",27.82,False,False,False,2026-01-16
VGL,VGL,Consumer Cyclical,Textile Manufacturing,3612039680,18.54,-12.5,31.07,0.2743,10.21,"25.48, 5.36, 6.94",23.97,False,False,False,2026-01-16
GOACARBON,Goa Carbon Limited,Basic Materials,Specialty Chemicals,3600023808,22.03,-3.74,-21.04,2.0764,21.41,"7.95, 6.54, 8.34",38.32,False,False,False,2026-01-16
RUCHIRA,Ruchira Papers Limited,Basic Materials,Paper & Paper Products,3593336064,67.33,8.17,14.51,0.3802,15.6,"16.98, 18.4, 16.48",32.37,False,False,False,2026-01-16
NILAINFRA,Nila Infrastructures Limited,Real Estate,Real Estate - Development,3564697600,20.5,1.93,13.94,0.1364,6.08,"6.71, 5.36, 4.91",30.38,False,False,False,2026-01-16
VALIANTLAB,Valiant Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3558127104,2.2,0.77,1.85,0.1694,0.2,"1.82, 0.7, 2.35",19.68,False,False,False,2026-01-16
BANSWRAS,Banswara Syntex Limited,Consumer Cyclical,Textile Manufacturing,3553821696,22.16,2.86,3.95,0.8972,7.08,"1.37, 5.87, 10.14",31.66,False,False,False,2026-01-16
BEDMUTHA,Bedmutha Industries Limited,Basic Materials,Steel,3544773632,24.82,2.67,-0.04,1.5195,0.93,"3.3, 2.11, 2.1",18.29,False,False,False,2026-01-16
TIGERLOGS,Tiger Logistics (India) Limited,Industrials,Integrated Freight & Logistics,3523382016,27.01,9.42,20.46,0.3236,8.62,"4.71, 6.43, 8.42",34.41,False,False,False,2026-01-16
KESORAMIND,Kesoram Industries Limited,Basic Materials,Building Materials,3479952128,5565.16,-2.81,-105.52,0.576,99.34,"5765.62, 69.17, 69.92",43.53,False,False,False,2026-01-16
EMAMIREAL,Emami Realty Limited,Real Estate,Real Estate - Development,3474712064,126.24,-3.87,0.0,0.0,35.54,"50.8, 79.68, 19.47",27.26,False,False,False,2026-01-16
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,Credit Services,3461352192,13.07,6.62,8.28,1.7468,2.99,"3.0, 2.62, 3.48",18.43,True,False,False,2026-01-16
RHL,Robust Hotels Limited,Consumer Cyclical,Lodging,3458499072,16.46,2.28,3.17,0.2071,5.84,"4.03, 10.28, 2.53",33.0,False,False,False,2026-01-16
DEVX,Dev Accelerator Limited,Real Estate,Real Estate Services,3450574336,1.74,0.0,0.0,1.7721,1.76,6.23,19.54,False,False,False,2026-01-16
ASMS,Bartronics India Limited,Technology,Information Technology Services,3444763136,1.75,-1.21,7.2,0.0056,1.0,"0.45, 0.93, 0.32",26.57,False,False,False,2026-01-16
AARON,Aaron Industries Limited,Industrials,Specialty Industrial Machinery,3442763264,8.24,9.78,16.94,0.7244,1.39,"1.06, 2.75, 1.8",26.78,False,False,False,2026-01-16
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Industrials,Engineering & Construction,3440617216,4.88,-3.11,0.0,0.0,1.26,"9.29, 7.35, 1.49",19.39,False,False,False,2026-01-16
GINNIFILA,Ginni Filaments Limited,Consumer Cyclical,Textile Manufacturing,3427715584,4.2,8.05,11.82,0.1885,10.26,"10.61, 4.79, 0.69",27.27,False,False,False,2026-01-16
SPENCERS,Spencer's Retail Limited,Consumer Cyclical,Department Stores,3415055360,246.36,-6.63,0.0,0.0,63.79,"61.61, 68.41, 47.34",39.39,False,False,False,2026-01-16
NECLIFE,Nectar Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3411054336,113.68,-2.77,-12.69,0.6401,0.33,"63.23, 130.09, 7.84",50.24,False,False,False,2026-01-16
ATALREAL,Atal Realtech Limited,Industrials,Engineering & Construction,3402818048,3.54,4.37,4.78,0.2386,1.04,"0.66, 0.5, 1.03",48.54,False,False,False,2026-01-16
AXITA,Axita Cotton Limited,Consumer Cyclical,Textile Manufacturing,3397301248,0.92,0.0,0.0,0.3407,0.04,"1.33, 1.71, 1.24",61.92,False,False,False,2026-01-16
EXXARO,Exxaro Tiles Limited,Industrials,Building Products & Equipment,3391373056,0.12,2.51,2.45,0.3166,1.2,"0.81, 3.51, 1.24",22.74,False,False,False,2026-01-16
APOLSINHOT,Apollo Sindoori Hotels Limited,Industrials,Specialty Business Services,3387021056,7.72,2.28,7.57,0.5384,3.09,"3.95, 2.16, 1.86",28.5,False,False,False,2026-01-16
OMFREIGHT,OMFREIGHT,Industrials,Integrated Freight & Logistics,3359125504,21.99,0.0,0.0,0.1435,0.0,N/A,21.81,False,False,False,2026-01-16
INSPIRISYS,Inspirisys Solutions Limited,Technology,Information Technology Services,3343450624,31.73,8.39,67.42,1.2805,7.4,"6.14, 12.27, 13.2",25.05,False,False,False,2026-01-16
SPCENET,Spacenet Enterprises India Limited,Financial Services,Capital Markets,3325939968,11.89,3.91,9.59,0.006,3.8,"4.58, 1.32, 3.42",66.26,True,False,False,2026-01-16
VIKASLIFE,Vikas Lifecare Limited,Consumer Defensive,Farm Products,3321818112,10.61,0.0,0.0,0.1439,3.96,"2.9, 6.81, 2.39",87.13,False,False,False,2026-01-16
GENUSPAPER,Genus Paper & Boards Limited,Basic Materials,Paper & Paper Products,3316924416,2.93,2.74,1.4,0.8484,3.82,"2.74, 0.02, 0.54",27.64,False,False,False,2026-01-16
DENORA,De Nora India Limited,Industrials,Electrical Equipment & Parts,3316834560,1.69,-0.87,2.1,0.0,3.87,"3.25, 3.34, 7.81",41.27,False,False,False,2026-01-16
IITL,Industrial Investment Trust Limited,Financial Services,Credit Services,3311107840,4.01,-0.97,-1.04,0.0069,3.29,"10.28, 7.54, 5.16",8.29,True,False,False,2026-01-16
SCPL,Sheetal Cool Products Limited,Consumer Defensive,Packaged Foods,3310927360,16.57,6.98,10.54,0.6346,1.59,"5.34, 4.74, 2.14",26.48,False,False,False,2026-01-16
S&SPOWER,S&S Power Switchgear Limited,Industrials,Electrical Equipment & Parts,3298279168,3.79,-1.02,-0.99,0.4596,2.93,"1.77, 0.17, 5.28",23.23,False,False,False,2026-01-16
AUTOIND,Autoline Industries Limited,Consumer Cyclical,Auto Parts,3295615232,18.05,4.62,5.78,1.5395,2.78,"0.51, 6.65, 1.12",38.12,False,False,False,2026-01-16
SAKUMA,Sakuma Exports Limited,Consumer Defensive,Farm Products,3271561216,14.79,0.11,1.44,0.0619,0.73,"1.65, 4.5, 3.37",74.7,False,False,False,2026-01-16
ASHIMASYN,Ashima Limited,Real Estate,Real Estate - Development,3262054656,19.0,-0.57,-3.53,0.5826,8.08,"2.53, 3.25, 11.55",26.61,False,False,False,2026-01-16
MARKOLINES,MARKOLINES,Industrials,Infrastructure Operations,3258135296,22.56,8.5,15.43,0.3327,4.08,"3.79, 2.41, 1.73",0.0,False,False,False,2026-01-16
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,Confectioners,3251056128,109.42,8.03,25.24,0.0191,16.13,"13.54, 61.67, 72.51",34.79,False,False,False,2026-01-16
JKIPL,JKIPL,Industrials,Farm & Heavy Construction Machinery,3242465536,18.29,0.0,0.0,0.3505,0.0,N/A,19.33,False,False,False,2026-01-16
GEEKAYWIRE,Geekay Wires Limited,Industrials,Electrical Equipment & Parts,3242210560,36.23,9.64,22.6,0.7497,8.35,"7.19, 7.37, 9.62",38.21,False,False,False,2026-01-16
AARTISURF,Aarti Surfactants Limited,Basic Materials,Specialty Chemicals,3237437440,14.54,4.25,6.54,0.4993,1.56,"2.94, 9.72, 0.8",44.54,False,False,False,2026-01-16
NOVAAGRI,Nova Agritech Limited,Basic Materials,Agricultural Inputs,3210106624,27.42,7.41,12.16,0.2331,6.76,"3.25, 5.81, 10.56",37.22,False,False,False,2026-01-16
3IINFOLTD,3i Infotech Limited,Technology,Information Technology Services,3153464832,25.35,-1.7,23.16,0.1076,18.43,"7.62, 2.41, 40.6",77.91,False,False,False,2026-01-16
TRF,TRF Limited,Industrials,Specialty Industrial Machinery,3141759744,25.79,4.87,14.8,1.4371,3.51,"3.52, 11.27, 6.02",57.66,False,False,False,2026-01-16
RVHL,Ravinder Heights Limited,Real Estate,Real Estate - Development,3136914688,2.54,9.24,14.25,0.0039,39.87,"0.52, 0.91, 1.16",16.29,False,False,False,2026-01-16
NURECA,Nureca Limited,Healthcare,Medical Devices,3118028544,0.85,-0.64,2.09,0.0271,0.81,"2.47, 2.8, 0.48",34.86,False,False,False,2026-01-16
NDLVENTURE,NDL Ventures Limited,Communication Services,Entertainment,3107890688,0.59,-2.78,1.23,0.0,0.24,"0.14, 0.07, 0.21",19.24,False,False,False,2026-01-16
KHADIM,Khadim India Limited,Consumer Cyclical,Footwear & Accessories,3105321984,5.06,2.77,6.87,1.5407,1.67,"0.85, 0.92, 1.16",30.86,False,False,False,2026-01-16
BALAJEE,BALAJEE,Consumer Cyclical,Packaging & Containers,3101323776,25.37,3.52,6.78,0.6312,2.09,"5.14, 5.66, 6.13",24.43,False,False,False,2026-01-16
KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials,Chemicals,3071641344,83.6,-0.65,-16.41,0.6161,93.44,"7.83, 36.38, 16.67",19.99,False,False,False,2026-01-16
PPAP,PPAP Automotive Limited,Consumer Cyclical,Auto Parts,3044781312,7.0,1.75,0.6,0.0,0.05,"2.27, 2.42, 1.62",26.48,False,False,False,2026-01-16
UFO,UFO Moviez India Limited,Communication Services,Entertainment,3038807552,9.57,5.14,9.61,0.2985,7.52,"6.52, 0.7, 15.29",47.87,False,False,False,2026-01-16
COASTCORP,Coastal Corporation Limited,Consumer Defensive,Packaged Foods,3032098304,4.48,2.31,3.87,1.5374,3.67,"5.76, 1.03, 1.95",42.57,False,False,False,2026-01-16
VARDHACRLC,Vardhman Acrylics Limited,Consumer Cyclical,Textile Manufacturing,3023283968,11.82,-0.24,4.39,0.0,1.75,"1.96, 3.97, 1.56",27.11,False,False,False,2026-01-16
BPL,BPL Limited,Technology,Consumer Electronics,3021804032,0.25,0.0,0.0,0.4701,0.19,"2.73, 17.51, 0.31",35.4,False,False,False,2026-01-16
GLOBECIVIL,GLOBECIVIL,Industrials,Engineering & Construction,3012226304,15.38,9.12,26.15,0.669,5.98,N/A,29.83,False,False,False,2026-01-16
MODIRUBBER,Modi Rubber Limited,Real Estate,Real Estate Services,3011123968,20.46,-1.74,2.41,0.0281,4.56,"4.88, 1.16, 6.19",12.41,False,False,False,2026-01-16
BAFNAPH,Bafna Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3006010624,4.15,4.8,10.08,0.3552,3.12,"3.39, 1.31, 0.95",14.14,False,False,False,2026-01-16
VARDMNPOLY,Vardhman Polytex Limited,Consumer Cyclical,Textile Manufacturing,3005755904,14.92,8.42,0.0,0.0,6.46,"0.19, 0.99, 24.06",22.9,False,False,False,2026-01-16
HARRMALAYA,Harrisons Malayalam Limited,Consumer Defensive,Farm Products,3005647104,14.89,2.61,18.9,0.6884,6.42,"5.96, 5.19, 11.2",37.2,False,False,False,2026-01-16
FCSSOFT,FCS Software Solutions Limited,Technology,Information Technology Services,2957527040,3.73,0.09,0.1,0.0,1.24,"0.43, 0.01, 1.26",68.95,False,False,False,2026-01-16
OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil & Gas Equipment & Services,2948846080,31.86,-5.64,-19.79,0.1136,21.57,"8.81, 10.54, 1.64",24.95,False,False,False,2026-01-16
